Month,Division,GA Source,Package/Roadblock,Device,Placement Start Date,Placement End Date,Job# (s),Analytic Campaign Name,Campaign Name,Creative,Impressions,Clicks,Media Cost
2014-02,Houston,mobileT,MobileTheory Tour 18/Wedgewood/Waterstone/Canterbury GO Houston DMA PACKAGE,mobile,2/3/2014,2/22/2014,114860,four_go,Four Communities Grand Opening,Grand Opening,21003.00,80.00,2500.00
2014-02,Houston,add,AddThis Tour 18/Wedgewood/Waterstone/Canterbury GO Houston DMA PACKAGE,banners,2/3/2014,2/22/2014,115422,four_sp,Four Communities Sneek Peek,115422_HOU_160x600.swf,162491.00,302.00,1828.37
2014-02,Metro DC,add,AddThis MDC Indian Targeting - Wash DC DMA 1/27-2/28 PACKAGE,banners,1/27/2014,2/28/2014,113962,fox,Fox Hunt GO,113962_160x600.jpg,2.00,0.00,0.03
2014-02,Metro DC,moasis,1Q14 Moasis MDC Sustain Gov Employees MDC DMA 12/1-2/28 PACKAGE,mobile,12/3/2013,2/28/2014,113962; 115090,fox; fox_go,Fox Hunt GO; Fox Hunt REVISED,Fox Hunt Grand Opening,159.00,0.00,522.42
2014-02,Metro DC,add,AddThis MDC Fox Hunt GO - Wash DC DMA 1/27-2/8 PACKAGE,banners,1/27/2014,2/8/2014,115090,fox_go,Fox Hunt GO REVISED,115090_160x600.jpg,7.00,0.00,0.06
2014-02,Metro DC,sulekha,Sulekha MDC Fox Hunt - Wash DC DMA 12/30-2/8PACKAGE,banners,12/30/2013,2/8/2014,115090,fox_go,Fox Hunt GO REVISED,115090_300x250.jpg,4.00,0.00,0.02
2014-02,Metro DC,trulia,1Q14 MDC Sustain Trulia Display  Wash DC DMA  2/1-2/28 300x600,banners,2/1/2014,2/28/2014,115090,fox_go,Fox Hunt GO REVISED,115090_300x600.jpg,12708.00,145.00,203.33
2014-02,Metro DC,trulia,1Q14 MDC Sustain Trulia Mobile  Wash DC DMA 2/1-2/28 320x50,mobile,2/1/2014,2/28/2014,115090,fox_go,Fox Hunt GO REVISED,115090_320x50.gif,2638.00,5.00,53.74
2014-02,Metro DC,yahoo,1Q14 MDC Sustain Yahoo Display  Wash DC DMA 2/1-2/28 160x600,banners,2/1/2014,2/28/2014,115090,fox_go,Fox Hunt GO REVISED,115090_160x600.jpg,12787.00,33.00,52.17
2014-02,Metro DC,zillow,1Q14 MDC Sustain Zillow Display Wash DC DMA 2/1-2/28 300x600,banners,2/1/2014,2/28/2014,115090,fox_go,Fox Hunt GO REVISED,115090_300x600.jpg,22290.00,73.00,178.32
2014-02,Austin,add,AddThis Parside at Harris Ranch Re-Grand Opening Austin DMA 1/27-2/8 PACKAGE,banners,1/27/2014,2/8/2014,114932,harrisb,Parkide at Harris Branch,114932_160x600.jpg,78690.00,292.00,988.42
2014-02,Austin,mobileT,Mobile Theory Parkside at Harris Ranch Re-Grand Opening Austin DMA 1/27-2/8 PACKAGE,mobile,1/27/2014,2/8/2014,114932,harrisb,Parkide at Harris Branch,AUS_1x1,44003.00,378.00,808.02
2014-02,Houston,facebook,1Q14 HAD Houston FB Newsfeed Feb- Houston DMA,ad,2/1/2014,2/28/2014,,hou ,Q1 Sustaining,Facebook,4450.00,109.00,325.87
2014-02,Houston,linked,1Q14 HAD Houston & Dallas LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113628,hou ,Q1 Sustaining  Linked In - Real Estate,113628_300x250.jpg,17267.00,15.00,314.26
2014-02,Houston,linked,"1Q14 HAD Houston & Dallas LinkedIn Military, Oil & Energy, High Tech",banners,12/1/2013,2/28/2014,113640,hou ,Q1 Sustaining Linked In - Military Oil Energy & High Tech,113640_300x250.jpg,16325.00,9.00,316.70
2014-02,Houston,trulia,1Q14 HAD Sustain Houston DMA Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,113575,hou ,Q1 Sustaining,113575_300x600.jpg,246404.00,1604.00,3582.30
2014-02,Houston,trulia,1Q14 HAD Sustain Houston DMA Trulia Tablet 320x50 FEB,mobile,2/1/2014,2/28/2014,113575,hou ,Q1 Sustaining,113575_320x50.jpg,43991.00,51.00,399.89
2014-02,Houston,trulia,1Q14 HAD Sustain Houston DMA Trulia Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,113575,hou ,Q1 Sustaining,113575_320x50.jpg,82212.00,237.00,1146.85
2014-02,Houston,yahoo,1Q14 Yahoo Houston DMA Display 300x250 FEB,banners,2/1/2014,2/28/2014,113575,hou ,Q1 Sustaining,113575_300x250.jpg,303833.00,408.00,1555.62
2014-02,Raleigh,add,AddThis Home Studio + HTBAH Event Raleigh DMA 1/20-2/5 PACKAGE,banners,1/20/2014,2/5/2014,114140,inventory,Inventory Sales Event,114140_160x600.jpg,45.00,0.00,0.37
2014-02,Raleigh,add,AddThis Clayton County Raleigh DMA 2/10-3/2 PACKAGE,banners,2/10/2014,3/2/2014,114140,inventory,Inventory Sales Event,114140_160x600.jpg,29.00,0.00,1.64
2014-02,Jacksonville,linked,"1Q14 JAX Jacksonville & Daytona LinkedIn Military, Medical",banners,12/1/2013,2/28/2014,113645,jax,"Q1 Sustaining - Military, Medical",113645_1206-NTT_300x250.jpg,16247.00,12.00,315.19
2014-02,Jacksonville,linked,1Q14 JAX Jacksonville & Daytona LinkedIn Real Estate,banners,12/1/2013,2/28/2014,114681,jax,Q1 Sustaining - Real Estate Feb,114681_300x250.jpg,17434.00,20.00,317.30
2014-02,Jacksonville,trulia,1Q14 JAX Sustain Jacksonville DMA Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,113582,jax,Q1 Sustaining,113582_300x600.swf,178957.00,1579.00,2589.81
2014-02,Jacksonville,trulia,1Q14 JAX Sustain Jacksonville DMA Trulia Tablet 320x50 FEB,mobile,2/1/2014,2/28/2014,113582,jax,Q1 Sustaining,114516_320x50.jpg,1147.00,0.00,304.00
2014-02,Jacksonville,zillow,1Q14 JAX Sustain Jacksonville DMA Zillow Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,113582,jax,Q1 Sustaining,JAX_1x1,73442.00,578.00,1277.00
2014-02,Daytona,add,AddThis Big Deal Sale JAX/DAYTONA DMA 1/24-2/1 PACKAGE,banners,1/24/2014,2/1/2014,114516,jax_HNY,Big Deal Sale (Happy Now Year),114516_160x600.swf,93589.00,206.00,513.16
2014-02,Jacksonville,trulia,1Q14 JAX Sustain Jacksonville DMA Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,114516,jax_HNY,Big Deal Sale (Happy Now Year),114516_300x600.swf,7137.00,41.00,160.83
2014-02,Daytona,trulia,1Q14 JAX Sustain Daytona DMA Trulia Tablet 320x50 FEB,mobile,2/1/2014,2/28/2014,114516,jax_HNY,Big Deal Sale (Happy Now Year),114516_320x50.jpg,437.00,0.00,4.37
2014-02,Jacksonville,zillow,1Q14 JAX Sustain West Palm Beach Zillow Display 300x600 FEB,banners,2/1/2014,2/28/2014,114516,jax_HNY,Big Deal Sale (Happy Now Year),114516_300x600.swf,4539.00,11.00,36.31
2014-02,Raleigh,add,AddThis Fuquay-Varina Community Support Raleigh DMA 2/17-3/2 PACKAGE,banners,2/17/2014,3/2/2014,115571,lakestone,Lakestone,115571_RAL_160x600.jpg,97077.00,151.00,1357.17
2014-02,Raleigh,mobileT,Mobile Theory Fuquay-Varina Community Support Raleigh DMA 2/17-3/2 PACKAGE,mobile,2/17/2014,3/2/2014,115571,lakestone,Lakestone,RAL_1x1,41667.00,352.00,1500.01
2014-02,Las Vegas,zillow,1Q14 LVS Sustain Zillow Mobile Las Vegas DMA 2/1-2/28 320x50,mobile,2/1/2014,2/28/2014,113619,lv,Q1 Sustaining,LVS_1x1_2,58305.00,476.00,1012.08
2014-02,Las Vegas,add,AddThis LVS Big Deal Sale- LVS DMA PACKAGE,banners,2/17/2014,2/28/2014,115179,lv_bds,Big Deal Sale,115179_160x600.jpg,86992.00,150.00,1371.75
2014-02,Las Vegas,mobileT,MobileTheory LVS Big Deal Sale - LVS DMA PACKAGE,mobile,2/17/2014,2/28/2014,115179,lv_bds,Big Deal Sale,LVS_1x1,52683.00,228.00,1187.50
2014-02,Las Vegas,trulia,1Q14 LVS Sustain Trulia Display Las Vegas DMA 2/1-2/28 300x600,banners,2/1/2014,2/28/2014,115179,lv_bds,Big Deal Sale,115179_300x600.jpg,67529.00,688.00,981.52
2014-02,Las Vegas,trulia,1Q14 LVS Sustain Trulia Mobile Las Vegas DMA 2/1-2/28 320x50,mobile,2/1/2014,2/28/2014,115179,lv_bds,Big Deal Sale,115179_320x50.gif,38325.00,126.00,613.15
2014-02,Las Vegas,zillow,1Q14 LVS Sustain Zillow Display Las Vegas DMA 2/1-2/28 300x600,banners,2/1/2014,2/28/2014,115179,lv_bds,Big Deal Sale,115179_300x600.jpg,180039.00,499.00,1440.00
2014-02,SoCal Inland,add,AddThis SCL Inland - Mahogany Hills GO - LA Zip DMA 2/10-3/10 PACKAGE,banners,2/10/2014,3/10/2014,115263,mahogany_go,Mahogany Hills Grand Opening,115263_160x600_SOCAL.jpg,9742.00,12.00,1197.53
2014-02,Central California,add,AddThis Marquee Sacramento DMA 1/20-2/2 PACKAGE,banners,1/20/2014,2/2/2014,114909,marquee,Marquee (Fair Oaks),114909_160x600.jpg,15433.00,50.00,98.05
2014-02,Tucson,trulia,1Q14 PTN Sustain - Tuscon DMA - Trulia Display 300x600 FEB,banners,2/1/2014,3/2/2014,113845,nm,Q1 Sustaining,113845_300x600.jpg,27415.00,314.00,422.40
2014-02,Tucson,trulia,1Q14 PTN Sustain - Tuscon DMA - Trulia Tablet 320x50 FEB,mobile,2/1/2014,3/2/2014,113845,nm,Q1 Sustaining,113845_320x50.jpg,10182.00,11.00,147.00
2014-02,Albuquerque,zillow,1Q14 PTN Sustain - New Mexico Albuquerque DMA - Zillow Display 300x600 FEB,banners,2/1/2014,3/2/2014,113845,nm,Q1 Sustaining,New Mexico_300x600.swf,227284.00,451.00,1818.27
2014-02,Tucson,zillow,1Q14 PTN Sustain - Tuscon DMA - Zillow Display 300x600 FEB,banners,2/1/2014,3/2/2014,113845,nm,Q1 Sustaining,113845_300x600.jpg,189319.00,441.00,1514.55
2014-02,SoCal Coastal,trulia,1Q14_SCL Sustain Coastal_Trulia_ Orange County_Display_300x600_FEB,banners,2/1/2014,2/28/2014,113177,oc,Q1 Sustaining - Orange County (Updated),300x600_OrangeCounty.swf,275084.00,1496.00,4000.00
2014-02,SoCal Coastal,zillow,1Q14_SCL Sustain Coastal_Zillow_OrangeCounty_Display_300x600_FEB,banners,2/1/2014,2/28/2014,113177,oc,Q1 Sustaining - Orange County (Updated),300x600_OrangeCounty.swf,243469.00,460.00,1946.66
2014-02,SoCal Coastal,zillow,1Q14_SCL Sustain Coastal_Zillow_OrangeCounty_Tablet_704x70_FEB,mobile,2/1/2014,2/28/2014,108957,oc,Q1 Sustaining - Orange County ,SCL_1x1,30473.00,305.00,365.68
2014-02,Orlando,facebook,1Q14 ORL FB Newsfeed Feb- Orlando DMA,ad,2/1/2014,2/28/2014,,orl ,Q1 Sustaining,Facebook,2793.00,33.00,1036.81
2014-02,Orlando,greystripe,1Q14 ORL Cross Device Targeting Orlando DMA PACKAGE FEB,banners,2/1/2014,2/28/2014,113636,orl ,Q1 Sustaining,113636_160x600.swf,11970.00,14.00,1669.14
2014-02,Austin,linked,"1Q14 AUS LinkedIn Military, High Tech",banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Austin,linked,1Q14 AUS LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Houston,linked,"1Q14 HAD Houston & Dallas LinkedIn Military, Oil & Energy, High Tech",banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Houston,linked,1Q14 HAD Houston & Dallas LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Jacksonville,linked,"1Q14 JAX Jacksonville & Daytona LinkedIn Military, Medical",banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Jacksonville,linked,1Q14 JAX Jacksonville & Daytona LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Metro DC,linked,1Q14 MDC Wash DC LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Metro DC,linked,"1Q14 MDC Wash DC LinkedIn Government, Medical, High Tech",banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,58.00,0.00,1.13
2014-02,Orlando,linked,"1Q14 ORL LinkedIn Medical, hospitality and service industries",banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Orlando,linked,1Q14 ORL LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,17327.00,5.00,315.35
2014-02,Orlando,linked,"1Q14 ORL LinkedIn Medical, hospitality and service industries",banners,12/1/2013,2/28/2014,113655,orl ,Q1 Sustaining Linked In - Medical,113655_300x250.jpg,20106.00,6.00,390.06
2014-02,Raleigh,linked,"1Q14 RAL LinkedIn Medical, Public Sector (Teachers, Firemen, Police)",banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Raleigh,linked,1Q14 RAL LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,San Antonio,linked,"1Q14 SAN LinkedIn Military, Oil & Energy, Government Employees",banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,San Antonio,linked,1Q14 SAN LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Tampa,linked,"1Q14 TAM LinkedIn Military, Medical",banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Tampa,linked,1Q14 TAM LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113654,orl ,Q1 Sustaining Linked In - Real Estate,113654_300x250.jpg,2.00,0.00,0.04
2014-02,Orlando,trulia,1Q14 ORL Sustain Orlando DMA Trulia Display 2/1-2/28 300x600,banners,2/1/2014,2/28/2014,113636,orl ,Q1 Sustaining,113636_300x600.swf,261471.00,2940.00,3801.60
2014-02,Orlando,trulia,1Q14 ORL Sustain Orlando DMA Trulia Mobile 2/1-2/28 320x50,mobile,2/1/2014,2/28/2014,113636,orl ,Q1 Sustaining,113636_320x50.jpg,45338.00,165.00,572.00
2014-02,Orlando,zillow,1Q14 ORL Sustain Orlando DMA Zillow Display 2/1-2/28 300x600,banners,2/1/2014,2/28/2014,113636,orl ,Q1 Sustaining,113636_300x600.swf,333441.00,845.00,2666.66
2014-02,Orlando,zillow,1Q14 ORL Sustain Orlando DMA Zillow Mobile 2/1-2/28 320x50,mobile,2/1/2014,2/28/2014,113636,orl ,Q1 Sustaining,ORL_1x1,134333.00,1156.00,2525.95
2014-02,Orlando,add,AddThis Overlook at Vista GO Orlando DMA PACKAGE,banners,1/27/2014,2/8/2014,115285,overlook_go,Overlook at Vista Grande Grand Opening,115285_160x600.jpg,63886.00,205.00,872.18
2014-02,Orlando,mobileT,MobileTheory Overlook at Vista GO Orlando DMA PACKAGE,mobile,1/27/2014,2/8/2014,115285,overlook_go,Overlook at Vista Grande Grand Opening,ORL_1x1,64354.00,237.00,783.46
2014-02,Orlando,pulpo,Pulpo Overlook at Vista GO Orlando DMA Display PACKAGE,banners,1/27/2014,2/8/2014,115286,overlook_go,Overlook at Vista Grande Grand Opening,115286_160x600.jpg,13846.00,26.00,246.03
2014-02,Orlando,pulpo,Pulpo Overlook at Vista GO Orlando DMA Mobile PACKAGE,mobile,1/27/2014,2/8/2014,115286,overlook_go,Overlook at Vista Grande Grand Opening,ORL_1x1,5885.00,26.00,217.58
2014-02,Denver,add,AddThis Parkside Villas Denver DMA 2/3-2/23 PACKAGE,banners,2/3/2014,2/23/2014,115080,parkside,Underperforming Community: Parkside Villas,115080_160x600.swf,74057.00,12.00,979.80
2014-02,Denver,millennial,Millennial Parkside Villas Denver DMA Chinese Lang 2/3-2/23 PACKAGE,mobile,2/3/2014,2/23/2014,115080,parkside,Underperforming Community: Parkside Villas,COL_1x1,1038.00,2.00,447.40
2014-02,Denver,millennial,Millennial Parkside Villas Denver DMA Spanish Lang 2/3-2/23 PACKAGE,mobile,2/3/2014,2/23/2014,115082,parkside,Underperforming Community: Parkside Villas,COL_1x1,6606.00,32.00,458.75
2014-02,Denver,mobileT,Mobile Theory Parkside Villas Denver DMA 2/3-2/23 PACKAGE,mobile,2/3/2014,2/23/2014,115080,parkside,Underperforming Community: Parkside Villas,COL_1x1,29407.00,96.00,990.00
2014-02,Denver,sulekha,Sulekha Parkside Villas Denver DMA ROS Banners 2/3-2/23 PACKAGE,banners,2/3/2014,2/23/2014,115080,parkside,Underperforming Community: Parkside Villas,115080_728x90.swf,173127.00,962.00,983.10
2014-02,Phoenix,add,AddThis Desert Passage & Trailside Point Phoenix DMA 2/17-3/2 PACKAGE,banners,2/17/2014,3/2/2014,113844,phx,Q1 Sustaining,113844_300x250.jpg,2.00,0.00,0.01
2014-02,Phoenix,zillow,1Q14 PTN Sustain - Phoenix DMA - Zillow Mobile 320x50 FEB,mobile,2/1/2014,3/2/2014,113844,phx,Q1 Sustaining,PTN_1x1,59960.00,386.00,925.27
2014-02,Phoenix,trulia,1Q14 PTN Sustain - Phoenix DMA - Trulia Display 300x600 FEB,banners,2/1/2014,3/2/2014,115314,phx_go,New Communities Grand Opening,115314_PHX_300x600.jpg,38887.00,298.00,575.70
2014-02,Phoenix,trulia,1Q14 PTN Sustain - Phoenix DMA - Trulia Mobile 320x50 FEB,mobile,2/1/2014,3/2/2014,115314,phx_go,New Communities Grand Opening,115314_PHX_320x50.jpg,19951.00,31.00,281.40
2014-02,Phoenix,zillow,1Q14 PTN Sustain - Phoenix DMA - Zillow Display 300x600 FEB,banners,2/1/2014,3/2/2014,115314,phx_go,New Communities Grand Opening,115314_PHX_300x600.jpg,212520.00,529.00,1700.16
2014-02,Phoenix,trulia,1Q14 PTN Sustain - Phoenix DMA - Trulia Display 300x600 FEB,banners,2/1/2014,3/2/2014,115060,phx_soon,New Communities Coming soon,115060_300x600.swf,41019.00,335.00,656.30
2014-02,Phoenix,trulia,1Q14 PTN Sustain - Phoenix DMA - Trulia Mobile 320x50 FEB,mobile,2/1/2014,3/2/2014,115060,phx_soon,New Communities Coming soon,115060_320x50.jpg,21492.00,20.00,326.10
2014-02,Phoenix,zillow,1Q14 PTN Sustain - Phoenix DMA - Zillow Display 300x600 FEB,banners,2/1/2014,3/2/2014,115060,phx_soon,New Communities Coming soon,115060_300x600.swf,168895.00,191.00,1351.16
2014-02,SoCal Inland,trulia,1Q14 SCL Sustain Inland - Trulia - Coachella-PalmSprings Display 300x600 FEB,banners,2/1/2014,2/28/2014,111849,ps,Q1 Sustaining - Palm Springs (Coachella),111849_300x600.jpg,181519.00,938.00,2640.00
2014-02,SoCal Inland,zillow,1Q14 SCL Sustain Inland - Zillow -  Coachella-PalmSprings Display 300x600 FEB,banners,2/1/2014,2/28/2014,111849,ps,Q1 Sustaining - Palm Springs (Coachella),111849_300x600.jpg,225075.00,439.00,1800.00
2014-02,SoCal Inland,zillow,1Q14 SCL Sustain Inland - Zillow -  Coachella-PalmSprings Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,111849,ps,Q1 Sustaining - Palm Springs (Coachella),SCL_1x1,69291.00,636.00,1553.10
2014-02,Tampa,add,AddThis Emerald Oaks Tampa DMA 1/31-2/14 PACKAGE,banners,1/31/2014,2/14/2014,113739,qmi,QMI Event,113739_160x600.jpg,35.00,0.00,0.78
2014-02,Raleigh,facebook,1Q14 RAL FB Newsfeed Feb- Raleigh-Durham DMA,ad,2/1/2014,2/28/2014,,ral ,Q1 Sustaining,Facebook,66580.00,643.00,727.72
